0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,1
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
216,0,0,0,0,0,0
169,0,0,0,0,0,0
0,586,0,0,0,0,0
0,586,0,0,0,0,0
0,586,0,0,0,0,0
0,586,0,0,0,0,0
0,586,0,0,0,0,0
0,586,0,0,0,0,0
0,581,0,0,0,0,0
0,575,0,0,0,0,0
0,568,0,0,0,0,0
0,568,0,0,0,0,0
0,567,0,0,0,0,0
0,558,0,0,0,0,0
0,547,0,0,0,0,0
0,539,0,0,0,0,0
0,536,0,0,0,0,0
0,533,0,0,0,0,0
0,529,0,0,0,0,0
0,523,0,0,0,0,0
0,523,0,0,0,0,0
0,517,0,0,0,0,0
0,512,0,0,0,0,0
0,511,0,0,0,0,0
0,511,0,0,0,0,0
0,510,0,0,0,0,0
0,509,0,0,0,0,0
0,506,0,0,0,0,0
0,506,0,0,0,0,0
0,506,0,0,0,0,0
0,506,0,0,0,0,0
0,506,0,0,0,0,0
0,506,0,0,0,0,0
0,506,0,0,0,0,0
0,506,0,0,0,0,0
0,506,0,0,0,0,0
0,506,0,0,0,0,0
0,506,0,0,0,0,0
0,506,0,0,0,0,0
0,506,0,0,0,0,0
0,506,0,0,0,0,0
0,506,0,0,0,0,0
0,506,0,0,0,0,0
0,506,0,0,0,0,0
0,506,0,0,0,0,0
0,506,0,0,0,0,0
0,506,0,0,0,0,0
0,505,0,0,0,0,0
0,505,0,0,0,0,0
0,505,0,0,0,0,0
0,505,0,0,0,0,0
0,505,0,0,0,0,0
0,505,0,0,0,0,0
0,505,0,0,0,0,0
0,505,0,0,0,0,0
0,505,0,0,0,0,0
0,505,0,0,0,0,0
0,505,0,0,0,0,0
0,505,0,0,0,0,0
0,505,0,0,0,0,0
0,505,0,0,0,0,0
0,505,0,0,0,0,0
0,505,0,0,0,0,0
0,505,0,0,0,0,0
0,505,0,0,0,0,0
0,505,0,0,0,0,0
0,505,0,0,0,0,0
0,505,0,0,0,0,0
0,505,0,0,0,0,0
0,505,0,0,0,0,0
0,505,0,0,0,0,0
0,505,0,0,0,0,0
0,505,0,0,0,0,0
0,505,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,564,0,0,0,0,0
0,534,0,0,0,0,0
0,498,0,0,0,0,0
0,444,0,0,0,0,0
0,396,0,0,0,0,0
0,354,0,0,0,0,0
0,318,0,0,0,0,0
585,282,0,0,0,0,0
543,240,0,0,0,0,0
495,192,0,0,0,0,0
465,162,0,0,0,0,1
418,115,0,0,0,0,1
382,79,0,0,0,0,1
346,43,0,0,0,0,0
310,7,0,0,0,0,0
274,0,0,0,0,0,0
232,0,0,0,0,0,0
196,0,0,0,0,0,0
166,0,0,0,0,0,0
136,0,0,0,0,0,1
106,0,0,0,0,0,1
76,570,0,0,0,0,0
40,534,0,0,0,0,0
10,504,0,0,0,0,0
195,468,0,0,0,0,0
153,426,0,0,0,0,0
117,390,0,0,0,0,1
75,348,0,0,0,0,0
39,312,0,0,0,0,0
0,276,0,0,0,0,0
0,240,0,0,0,0,0
0,204,0,0,0,0,0
0,168,0,0,0,0,0
0,132,0,0,0,0,1
0,102,0,0,0,0,1
0,72,0,0,0,0,0
0,42,0,0,0,0,0
0,12,0,0,0,0,0
0,318,0,0,0,0,0
0,282,0,0,0,0,0
579,240,0,0,0,0,0
531,192,0,0,0,0,0
495,156,0,0,0,0,1
459,120,0,0,0,0,1
417,78,0,0,0,0,0
375,36,0,0,0,0,0
345,6,0,0,0,0,0
303,0,0,0,0,0,0
267,0,0,0,0,0,0
219,0,0,0,0,0,0
183,0,0,0,0,0,0
134,0,0,0,0,0,1
98,0,0,0,0,0,0
56,0,0,0,0,0,0
14,0,0,0,0,0,0
278,0,0,0,0,0,0
229,0,0,0,0,0,0
187,576,0,0,0,0,1
145,534,0,0,0,0,1
103,492,0,0,0,0,0
54,443,0,0,0,0,0
12,401,0,0,0,0,0
0,359,0,0,0,0,0
0,329,0,0,0,0,0
0,293,0,0,0,0,0
0,251,0,0,0,0,0
0,215,0,0,0,0,0
0,570,0,0,0,0,0
0,534,0,0,0,0,1
0,504,0,0,0,0,1
0,474,0,0,0,0,0
0,444,0,0,0,0,0
0,414,0,0,0,0,0
0,384,0,0,0,0,0
0,354,0,0,0,0,0
